Nama Produk,Harga,Toko,Platform,Rating,Jumlah Terjual,Lokasi Toko,Link Produk,Diskon/Promo
The Originote Bakuchiol Skin Barrier Serum,Rp143.324,The Originote Flagship,Shopee,5,411,Banyuwangi,https://shopee.co.id/product/786723/45974416,
MS Glow Whitening Night Cream,255286,MS Glow Center,Tokopedia,4.7,4183,Salatiga,https://tokopedia.com/shop/product-401678-724538726,Buy 1 Get 1
Wardah Lightening Day Cream Advanced Niacinamide,115940,Wardah Beauty Store,Tokopedia,4.9,1457,Ciamis,https://tokopedia.com/beauty/product-102415-706974286,Diskon 20%
Hada Labo Gokujyun Ultimate Moisturizing Lotion,219547,Hada Labo Shop,Shopee,,1036,Cilacap,https://shopee.co.id/product/152426/451456731,Diskon 20%
NPURE Cica Beat The Sun SPF 50,272224,NPURE Official,Shopee,4.8,4236,Denpasar,https://shopee.co.id/product/420369/240137254,Diskon 7%
Emina Bright Stuff Face Serum,50053,Emina Official,Tokopedia,5,9006,Madiun,https://tokopedia.com/beauty/product-397649-220045342,cashback 5%
Lacoco Dark Spot Essence,104008,Toko Lacoco,Tokopedia,5,805,Depok,https://tokopedia.com/official/product-812845-149783796,
Hada Labo Gokujyun Ultimate Moisturizing Lotion,181737,Hada Labo Official,Shopee,4.8,1057,Palopo,,Diskon 9%
Scarlett Whitening Acne Serum,241262,Scarlett Shop,Shopee,,7464,Surabaya,https://shopee.co.id/product/405380/357948760,Bonus Sample
Pond's Bright Beauty Triple Glow Serum,,Pond's Official Store,Shopee,4.7,137,Bogor,https://shopee.co.id/product/908114/163442523,
Pond's Bright Beauty Triple Glow Serum,135426,Pond's Official Store,Shopee,4.9,1998,Yogyakarta,,
The Originote Bakuchiol Skin Barrier Serum,205199,The Originote Official,Tokopedia,4.6,2477,Cilacap,https://tokopedia.com/official/product-308415-275032812,Free Gift
Somethinc Niacinamide Moisture Sabi Beet Serum,129564,Somethinc Shop,Shopee,4.7,114,Depok,https://shopee.co.id/product/583993/255351539,Voucher 20K
The Originote Bakuchiol Skin Barrier Serum,74625,The Originote Official,shopee,4.8,3109,Tegal,https://shopee.co.id/pr0duct/490366/723367418,
Emina Bright Stuff Face Serum,76388,Emina Center,Tokopedia,"4,8",4879,Balikpapan,https://tokopedia.com/beauty/product-491380-156413821,
Somethinc Niacinamide Moisture Sabi Beet Serum,283340,Somethinc Center,Tokopedia,4.8,933,Martapura,https://tokopedia.com/shop/product-369275-282727210,Diskon 7%
Pond's Bright Beauty Triple Glow Serum,103003,Toko Pond's,Shopee,4.8,1655,Semarang,https://shopee.co.id/product/203204/370755357,diskon 10%
Emina Bright Stuff Face Serum,3221383,Emina Center,Tokopedia,4.7,4359,Banyuwangi,https://tokopedia.com/beauty/product-156822-553335235,Diskon 20%
Skintific 5X Ceramide Barrier Repair Moisturizer,299853,Skintific Flagship,Tokopedia,4.8,3412,Salatiga,https://tokopedia.com/official/product-663648-132176416,
Skintific 5X Ceramide Barrier Repair Moisturizer,129545,Skintific Center,Tokopedia,"4,8",4779,Bandung,,
NPURE Cica Beat The Sun SPF 50,235584,NPURE Official,Tokopedia,4.8,1698,Bekasi,https://tokopedia.com/beauty/product-820599-167516638,Diskon 10%
Hada Labo Gokujyun Ultimate Moisturizing Lotion,294878,Hada Labo Beauty Store,Tokopedia,4.6,1290,,https://tokopedia.com/beauty/product-852737-420212648,Diskon 12%
The Originote Bakuchiol Skin Barrier Serum,210627,The Originote Official,Shopee,4.7,481,Palembang,https://shopee.co.id/product/734631/665578461,
Citra Pearl Fair UV Face Cream,195900,Citra Flagship,Tokopedia,4.9,2777,Pekanbaru,https://tokopedia.com/official/product-232323-679048436,
Whitelab Brightening Face Serum,220664,Toko Whitelab,Shopee,"4,6",3222,Depok,shopee.co.id/product/372774/153430010,
Pond's Bright Beauty Triple Glow Serum,240626,Pond's Beauty Store,Shopee,4.6,3149,Ciamis,https://shopee.co.id/product/546761/845843270,Diskon 5%
Azarine Hydramax C Sunscreen Serum,130584,Azarine Shop,Tokopedia,4.8,3658,Samarinda,tokopedia.com/shop/product-618250-43760884,Diskon 20%
Citra Pearl Fair UV Face Cream,295334,Citra Official Store,Tokopedia,4.7,91,Depok,https://tokopedia.com/official/product-135076-184639889,Buy 1 Get 1
Scarlett Whitening Acne Serum,204632,Scarlett Flagship,Shopee,4.6,2503,Sukabumi,https://shopee.co.id/product/717342/802103671,Buy 1 Get 1
Skintific 5X Ceramide Barrier Repair Moisturizer,33149,Skintific Shop,Shopee,4.8,3517,Martapura,,diskon 5%
Olay Total Effects 7 in One Day Cream,99999,Olay Official,Tokopedia,5,4735,Ciamis,https://tokopedia.com/shop/product-284607-626787332,Diskon 20%
The Originote Bakuchiol Skin Barrier Serum,,The Originote Official,Shopee,"4,7",4733,Denpasar,,
Olay Total Effects 7 in One Day Cream,93947,Olay Beauty Store,Tokopedia,5,4313,Pekanbaru,https://tokopedia.com/beauty/product-194982-447923683,Free Gift
Elsheskin Radiant Skin Serum,67316,Elsheskin Center,Shopee,4.8,8629,Ciamis,https://shopee.co.id/product/730887/98394855,
Lacoco Dark Spot Essence,205125,Lacoco Center,Tokopedia,5,670,Malang,https://tokopedia.com/shop/product-755527-399527008,
Whitelab Brightening Face Serum,129164,Whitelab Official,Shopee,,3559,Kediri,https://shopee.co.id/product/640498/893058253,voucher 20k
Some By Mi AHA BHA PHA 30 Days Miracle Serum,195627,Some By Mi Official Store,Shopee,4.7,223,Sukabumi,https://shopee.co.id/product/112019/870783482,
Garnier Bright Complete Serum,250575,Garnier Center,Tokopedia,4.8,2132,Palopo,https://tokopedia.com/shop/product-911091-68793528,Diskon 20%
Wardah Lightening Day Cream Advanced Niacinamide,84216,Wardah Beauty Store,Tokopedia,4.9,1415,Tegal,https://tokopedia.com/beauty/product-379985-525698336,
Whitelab Brightening Face Serum,,Whitelab Center,Tokopedia,5,8409,Kediri,https://tokopedia.com/official/product-409586-3743637,Buy 1 Get 1
Hada Labo Gokujyun Ultimate Moisturizing Lotion,2716733,Toko Hada Labo,Shopee,4.7,3362,Madiun,https://shopee.co.id/product/222288/779734849,Diskon 10%
Some By Mi AHA BHA PHA 30 Days Miracle Serum,1619269,Some By Mi Official Store,Tokopedia,"4,7",6288,Bandung,https://tokopedia.com/shop/product-334344-291541995,Diskon 20%
Erha Acneact Serum,,Erha Official Store,Tokopedia,4.9,2231,Padang,https://tokopedia.com/shop/product-761110-770258738,Bonus Sample
The Originote Bakuchiol Skin Barrier Serum,125546,The Originote Flagship,Shopee,4.7,263,Purwokerto,https://shopee.co.id/product/899129/949173858,
Citra Pearl Fair UV Face Cream,81066,Citra Official,Shopee,4.8,79,Solo,shopee.co.id/product/868641/649518015,Gratis Ongkir
Lacoco Dark Spot Essence,184287,Lacoco Flagship,Shopee,5,4177,Blitar,https://shopee.co.id/product/490202/348758427,
Erha Acneact Serum,Rp249.490,Erha Center,Tokopedia,5,2869,Sidoarjo,https://tokopedia.com/beauty/product-220234-709975753,Free Gift
Emina Bright Stuff Face Serum,204416,Emina Official Store,Shopee,4.7,3338,Palembang,https://shopee.co.id/product/417231/826267595,
Emina Bright Stuff Face Serum,50175,Emina Flagship,Shopee,"4,6",445,Purwokerto,https://shopee.co.id/product/974533/840677741,
Erha Acneact Serum,136616,Erha Official,Shopee,4.9,1217,Batam,https://shopee.co.id/product/798243/471709635,
Hada Labo Gokujyun Ultimate Moisturizing Lotion,285228,Toko Hada Labo,Tokopedia,4.7,4102,Tangerang,https://tokopedia.com/beauty/product-248956-873199313,
Hada Labo Gokujyun Ultimate Moisturizing Lotion,102690,Hada Labo Official Store,Tokopedia,4.8,313,Pekanbaru,https://tokopedia.com/beauty/product-464086-711586620,Gratis Ongkir
Olay Total Effects 7 in One Day Cream,261324,Olay Shop,Tokopedia,5,2797,Medan,https://tokopedia.com/shop/product-410411-378845666,
Garnier Bright Complete Serum,141049,Toko Garnier,Tokopedia,,1168,Martapura,https://tokopedia.com/shop/product-557788-666910609,Buy 1 Get 1
The Originote Bakuchiol Skin Barrier Serum,44525,The Originote Flagship,Shopee,5,358,Gresik,https://shopee.co.id/product/256721/157046741,Diskon 5%
The Originote Bakuchiol Skin Barrier Serum,111416,The Originote Official Store,Tokopedia,4.9,2118,Pekanbaru,https://tokopedia.com/shop/product-725776-211423711,Buy 1 Get 1
MS Glow Whitening Night Cream,"263,523",MS Glow Flagship,Shopee,4.7,1172,Pangkalan Bun,https://shopee.co.id/product/820689/409987166,
Lacoco Dark Spot Essence,128792,Lacoco Official Store,Tokopedia,4.9,3289,Cirebon,,
Elsheskin Radiant Skin Serum,201437,Elsheskin Shop,Shopee,4.9,4943,Padang,https://shopee.co.id/product/837640/244907042,
Hada Labo Gokujyun Ultimate Moisturizing Lotion,Rp224.869,Toko Hada Labo,Shopee,4.9,727,Depok,https://shopee.co.id/product/780256/352326720,buy1 get1
Skintific 5X Ceramide Barrier Repair Moisturizer,46834,Skintific Official,Shopee,4.7,455,Pasuruan,https://shopee.co.id/product/464934/680677145,Diskon 15%
Pond's Bright Beauty Triple Glow Serum,174729,Pond's Beauty Store,Tokopedia,4.8,1420,Jakarta,https://tokopedia.com/official/product-843203-598461258,
The Originote Bakuchiol Skin Barrier Serum,237374,The Originote Flagship,Tokopedia,4.8,4494,Pasuruan,https://tokopedia.com/shop/product-781499-156500889,
The Originote Bakuchiol Skin Barrier Serum,Rp134.370,The Originote Shop,Shopee,4.9,586,Sidoarjo,https://shopee.co.id/product/534093/942331392,Gratis Ongkir
Olay Total Effects 7 in One Day Cream,197.853,Toko Olay,Tokopedia,4.7,978,Medan,https://tokopedia.com/beauty/product-760676-53043856,
NPURE Cica Beat The Sun SPF 50,4320,Toko NPURE,Tokopedia,4.7,493,Medan,https://tokopedia.com/shop/product-111577-924771249,FREE GIFT
MS Glow Whitening Night Cream,241926,Toko MS Glow,Shopee,4.7,994,Parepare,https://shopee.co.id/product/765672/421795405,diskon 8%
Erha Acneact Serum,164382,Toko Erha,Tokopedia,5,7260,Ciamis,https://tokopedia.com/shop/product-915502-449343230,buy1 get1
MS Glow Whitening Night Cream,276166,MS Glow Flagship,Tokopedia,4.6,3574,Pasuruan,,Diskon 5%
Garnier Bright Complete Serum,Rp238.379,Garnier Center,Tokopedia,,2246,Martapura,https://tokopedia.com/shop/product-306678-188158816,Diskon 10%
Wardah Lightening Day Cream Advanced Niacinamide,33846,Wardah Center,Tokopedia,4.8,4454,Pekanbaru,tokopedia.com/shop/product-350076-975506390,Diskon 5%
Wardah Lightening Day Cream Advanced Niacinamide,121167,Toko Wardah,Shopee,,940,Purwokerto,https://shopee.co.id/product/283457/688689425,
Somethinc Niacinamide Moisture Sabi Beet Serum,150821,Toko Somethinc,shopee,"5,0",842,Palembang,https://shopee.co.id/product/613741/86918959,Diskon 9%
Elsheskin Radiant Skin Serum,176883,Toko Elsheskin,Shopee,"5,0",9122,Karawang,https://shopee.co.id/product/297288/622183220,Diskon 20%
Wardah Lightening Day Cream Advanced Niacinamide,Rp42.562,Wardah Official,Shopee,4.6,3170,Jakarta,https://shopee.co.id/product/489295/100155142,Diskon 8%
Pond's Bright Beauty Triple Glow Serum,179287,Toko Pond's,Tokopedia,5,977,Medan,tokopedia.com/shop/product-316382-602994906,Buy 1 Get 1
Emina Bright Stuff Face Serum,139409,Emina Beauty Store,Tokopedia,4.9,9943,Magelang,https://tokopedia.com/beauty/product-638317-719687912,
Skintific 5X Ceramide Barrier Repair Moisturizer,280977,Skintific Official,Shopee,4.9,1320,Bekasi,https://shopee.co.id/product/279233/903592652,
Elsheskin Radiant Skin Serum,Rp203.965,Elsheskin Official,Tokopedia,5,1483,Metro,https://tokopedia.com/official/product-471320-161750866,buy1 get1
Some By Mi AHA BHA PHA 30 Days Miracle Serum,123358,Toko Some By Mi,Tokopedia,4.8,1237,Sukabumi,https://tokopedia.com/shop/product-941133-25144041,DISKON 12%
Some By Mi AHA BHA PHA 30 Days Miracle Serum,126944,Toko Some By Mi,Shopee,4.6,141,Kediri,https://shopee.co.id/product/454339/35770619,Bonus Sample
Somethinc Niacinamide Moisture Sabi Beet Serum,115098,Toko Somethinc,Shopee,4.7,4075,Ciamis,https://shopee.co.id/product/191549/487921301,
Citra Pearl Fair UV Face Cream,205649,Citra Center,Shopee,4.8,8939,Malang,,buy1 get1
Scarlett Whitening Acne Serum,226122,Toko Scarlett,Tokopedia,4.7,1405,Bandung,https://tokopedia.com/official/product-725258-223317102,
Pond's Bright Beauty Triple Glow Serum,83807,Pond's Flagship,Shopee,4.7,4657,Bandung,,Diskon 20%
Scarlett Whitening Acne Serum,47301,Scarlett Official Store,Shopee,4.8,438,Padang,https://shopee.co.id/product/185352/543140031,Diskon 8%
Lacoco Dark Spot Essence,136.312,Lacoco Official Store,Shopee,"4,9",681,Banjarmasin,https://shopee.co.id/product/512206/4727176,
The Originote Bakuchiol Skin Barrier Serum,238709,The Originote Flagship,Tokopedia,"4,7",4007,Depok,https://tokopedia.com/shop/product-287775-785304497,gratis ongkir
NPURE Cica Beat The Sun SPF 50,299452,NPURE Center,Shopee,"4,8",1449,Palopo,,Diskon 12%
Citra Pearl Fair UV Face Cream,129888,Citra Shop,Tokopedia,4.7,3947,Samarinda,https://tokopedia.com/official/product-351093-406389750,Diskon 20%
Elsheskin Radiant Skin Serum,53432,Elsheskin Flagship,Shopee,,1372,Bogor,shopee.co.id/product/694394/26002361,
Lacoco Dark Spot Essence,5409394,Lacoco Beauty Store,Shopee,5,2539,Medan,https://shopee.co.id/product/294582/303518767,
Whitelab Brightening Face Serum,229638,Whitelab Official,Tokopedia,4.6,2005,Jakarta,https://tokopedia.com/beauty/product-826057-208493418,
Hada Labo Gokujyun Ultimate Moisturizing Lotion,278986,Toko Hada Labo,tokopedia,"5,0",302,Sidoarjo,https://tokopedia.com/beauty/product-708329-697258361,buy1 get1
Garnier Bright Complete Serum,63449,Garnier Official Store,Tokopedia,"4,8",2983,Denpasar,https://tokopedia.com/shop/product-338842-758184975,Diskon 10%
Olay Total Effects 7 in One Day Cream,249944,Olay Center,Tokopedia,4.9,3150,Medan,https://tokopedia.com/shop/product-503140-447159661,Gratis Ongkir
NPURE Cica Beat The Sun SPF 50,65712,Toko NPURE,Tokopedia,4.7,484,Yogyakarta,https://tokopedia.com/shop/pr0duct-211596-354946170,
Olay Total Effects 7 in One Day Cream,75286,Olay Official,Shopee,4.6,1571,Manado,https://shopee.co.id/product/686135/45087128,free gift
NPURE Cica Beat The Sun SPF 50,146754,NPURE Shop,Tokopedia,4.7,3877,Probolinggo,https://tokopedia.com/beauty/product-857710-850822062,Free Gift
Garnier Bright Complete Serum,Rp169.322,Toko Garnier,Tokopedia,"4,6",2053,Kendal,,Diskon 12%
Some By Mi AHA BHA PHA 30 Days Miracle Serum,"163,503",Some By Mi Shop,Shopee,4.9,9904,Blitar,https://shopee.co.id/product/176715/62116499,Voucher 20K
Erha Acneact Serum,43.234,Erha Flagship,Shopee,"5,0",208,Samarinda,https://shopee.co.id/product/772465/485524494,Diskon 20%
NPURE Cica Beat The Sun SPF 50,41708,NPURE Flagship,Shopee,4.8,2038,Makassar,https://shopee.co.id/product/372567/325756464,
MS Glow Whitening Night Cream,Rp187.514,MS Glow Flagship,Tokopedia,,2503,Madiun,https://tokopedia.com/shop/product-999830-689625674,Diskon 5%
Some By Mi AHA BHA PHA 30 Days Miracle Serum,"146,034",Some By Mi Shop,Tokopedia,4.8,5524,Surabaya,https://tokopedia.com/shop/product-833587-338704775,
Scarlett Whitening Acne Serum,235810,Scarlett Beauty Store,Shopee,4.8,7477,Balikpapan,https://shopee.co.id/product/209954/289178169,Free Gift
Wardah Lightening Day Cream Advanced Niacinamide,140782,Wardah Beauty Store,Shopee,4.7,9693,Batam,https://shopee.co.id/product/514054/806638687,
Scarlett Whitening Acne Serum,53650,Scarlett Official Store,Shopee,5,1186,Semarang,,
Garnier Bright Complete Serum,28831,Garnier Shop,Tokopedia,4.8,156,Samarinda,https://tokopedia.com/beauty/product-955424-433514271,
The Originote Bakuchiol Skin Barrier Serum,101484,The Originote Beauty Store,Tokopedia,4.8,362,Bogor,,
Skintific 5X Ceramide Barrier Repair Moisturizer,276207,Skintific Flagship,Tokopedia,4.6,345,Medan,https://tokopedia.com/shop/product-886221-511265045,BONUS SAMPLE
Elsheskin Radiant Skin Serum,255242,Elsheskin Shop,tokopedia,4.9,2756,Jember,https://tokopedia.com/official/product-819592-255556336,
MS Glow Whitening Night Cream,145680,Toko MS Glow,Tokopedia,4.7,6398,Purwokerto,https://tokopedia.com/shop/product-932152-856435318,Cashback 5%
Pond's Bright Beauty Triple Glow Serum,212231,Pond's Shop,Shopee,4.9,1087,Ciamis,https://shopee.co.id/product/377139/927687030,Free Gift
Lacoco Dark Spot Essence,225179,Lacoco Center,tokopedia,4.7,741,Tangerang,tokopedia.com/official/product-778539-294629370,
Wardah Lightening Day Cream Advanced Niacinamide,242682,Wardah Beauty Store,Shopee,4.8,4764,Padang,,Bonus Sample
Skintific 5X Ceramide Barrier Repair Moisturizer,4559110,Skintific Flagship,Tokopedia,4.8,4411,Madiun,https://tokopedia.com/official/product-963778-33906620,Diskon 20%
Emina Bright Stuff Face Serum,128683,Emina Official,Shopee,4.9,5027,Bogor,https://shopee.co.id/product/877699/932668879,
Somethinc Niacinamide Moisture Sabi Beet Serum,33386,Toko Somethinc,Tokopedia,5,4637,Batam,https://tokopedia.com/official/product-904704-85045582,
Pond's Bright Beauty Triple Glow Serum,,Pond's Flagship,Tokopedia,4.8,4409,Madiun,https://tokopedia.com/beauty/product-583807-31577602,
Elsheskin Radiant Skin Serum,Rp63.198,Elsheskin Shop,Tokopedia,4.9,133,Solo,tokopedia.com/beauty/product-939646-256073274,buy1 get1
Whitelab Brightening Face Serum,,Whitelab Official,Tokopedia,4.7,3061,Makassar,,
Hada Labo Gokujyun Ultimate Moisturizing Lotion,164382,Hada Labo Official,Tokopedia,5,3167,Sukabumi,https://tokopedia.com/shop/product-915502-449343230,buy1 get1
Erha Acneact Serum,218834,Erha Official Store,Shopee,4.7,1475,Palopo,https://shopee.co.id/product/700364/60495784,Diskon 8%
Pond's Bright Beauty Triple Glow Serum,99493,Pond's Shop,Tokopedia,4.8,8974,Salatiga,https://tokopedia.com/official/product-125737-62180132,
Olay Total Effects 7 in One Day Cream,94521,Olay Flagship,Shopee,5,2838,Tangerang,https://shopee.co.id/product/624085/371997329,Diskon 15%
NPURE Cica Beat The Sun SPF 50,32640,NPURE Center,Tokopedia,5,7232,Magelang,https://tokopedia.com/shop/pr0duct-762991-125387184,Diskon 5%
Olay Total Effects 7 in One Day Cream,144502,Olay Official,Shopee,,1366,Medan,https://shopee.co.id/product/447317/129976463,Buy 1 Get 1
Garnier Bright Complete Serum,174.889,Garnier Beauty Store,Tokopedia,4.8,4992,Sukabumi,https://tokopedia.com/official/product-924490-924180975,
Avoskin Miraculous Refining Serum,Rp41.508,Avoskin Center,Tokopedia,4.9,300,Bandung,https://tokopedia.com/beauty/product-784157-209467204,
Avoskin Miraculous Refining Serum,116789,Avoskin Center,Shopee,4.8,9872,Padang,https://shopee.co.id/product/925363/947561018,Bonus Sample
NPURE Cica Beat The Sun SPF 50,177184,Toko NPURE,Tokopedia,4.8,3466,Martapura,https://tokopedia.com/official/product-644956-201999741,Free Gift
Skintific 5X Ceramide Barrier Repair Moisturizer,47331,Skintific Official Store,Shopee,4.8,1305,Kediri,https://shopee.co.id/product/626992/951195169,
Somethinc Niacinamide Moisture Sabi Beet Serum,222701,Toko Somethinc,Tokopedia,4.7,2515,Solo,https://tokopedia.com/shop/product-818199-939337741,Buy 1 Get 1
Garnier Bright Complete Serum,236519,Garnier Shop,Tokopedia,4.8,1244,Martapura,https://tokopedia.com/shop/product-697567-794132885,Diskon 15%
MS Glow Whitening Night Cream,271178,MS Glow Center,Tokopedia,4.8,3661,Manado,https://tokopedia.com/official/product-244037-885170464,Diskon 12%
Pond's Bright Beauty Triple Glow Serum,91459,Toko Pond's,Tokopedia,4.6,6491,Pontianak,https://tokopedia.com/shop/product-339139-566776936,diskon 15%
Avoskin Miraculous Refining Serum,236556,Avoskin Official,Shopee,4.9,2698,Ciamis,https://shopee.co.id/product/236902/834146593,Buy 1 Get 1
Elsheskin Radiant Skin Serum,226617,Elsheskin Official,Shopee,4.6,1044,Metro,https://shopee.co.id/product/828109/44912251,
Garnier Bright Complete Serum,277021,Garnier Shop,Tokopedia,4.6,1858,Tegal,https://tokopedia.com/official/product-454245-409368459,Bonus Sample
Pond's Bright Beauty Triple Glow Serum,114833,Toko Pond's,Tokopedia,4.7,8901,Semarang,,Diskon 7%
